CCN#,Hospital_Name,State,Bed_Size,Staff_Labor_Rate,Agency_Labor_Rate,Estimated_RN_Need
340070,Alamance Regional Medical Center,NC,176.0,51.83544521034399,100.32845708613934,74.05512820512821
050320,Alameda Health System,CA,232.0,121.97674530557045,168.93241396603835,130.47744444444444
050211,Alameda Hospital,CA,66.0,114.73348231510757,170.6645485555922,44.54595299145299
330013,Albany Medical Center Hospital,NY,719.0,42.615990378467565,128.9563426655864,322.27478632478636
390142,Albert Einstein Medical Center,PA,407.0,61.14509477213334,143.46979226120416,156.48760683760682
140258,Alexian Brothers Medical Center,IL,282.0,52.78955270087367,132.5794154669076,12.412273504273506
050281,Alhambra Hospital,CA,101.0,54.667851556249715,75.2052482951453,38.35514957264958
390032,Alle-Kiski Medical Center,PA,131.0,46.35615901111282,126.31934735768681,25.982478632478635
390050,Allegheny General Hospital,PA,528.0,50.237738745704625,124.76476377952756,185.83247863247865
160110,Allen Memorial Hospital,IA,189.0,48.22390589426914,103.48119131055388,53.29188034188034
190133,Allen Parish Hospital,LA,25.0,36.50800994657294,97.97181407581041,4.7838632478632475
360131,Alliance Community Hospital,OH,50.0,44.60556594479125,81.9255410034727,5.09223076923077
250151,Alliance Health Center,MS,79.0,31.415291077963996,67.32392355923318,4.6708418803418805
370014,Alliancehealth Durant,OK,105.0,47.98535688385309,75.58468545402789,15.012820512820513
370002,Alliancehealth Woodward,OK,40.0,67.40928810452837,215.4072959759308,2.272649572649573
240071,Allina Health Faribault Medical Ctr,MN,32.0,58.81263591233694,111.90348622524708,11.804700854700856
240030,Alomere Health,MN,99.0,45.07376153600513,110.8782689980283,5.522615384615385
460044,Alta View Hospital,UT,57.0,56.64694169877705,89.35544745052297,2.7039230769230773
320003,Alta Vista Regional Hospital,NM,46.0,50.735161162794185,88.84250518075063,11.135897435897437
140002,Alton Memorial Hospital,IL,121.0,49.62975793990108,114.70571502044736,7.511470085470086
390073,Altoona Regional Health System,PA,364.0,49.66812717907268,103.62544152061307,146.27478632478633
350019,Altru Health System-Altru Hospital,ND,198.0,35.37214599479445,110.36829395696144,49.90555555555556
050757,Alvarado Hospital Medical Center,CA,222.0,63.5895410340038,94.1872774315602,30.721367521367522
170182,Am 1 Menorah Medical Center,KS,137.0,50.22000479190154,60.25545320205786,10.35598717948718
260095,Amend 1 Centerpoint Medical Center,MO,265.0,48.212693730540934,91.57642985256223,7.474397435897436
460023,American Fork Hospital,UT,90.0,54.73599781152916,120.37300559334142,0.7357649572649573
340123,American Healthcare Systems,NC,145.0,34.28859898755412,116.78275132526684,1.7977350427350427
050744,Anaheim Global Medical Center,CA,103.0,76.53233221583656,93.73382194360484,1.8903547008547013
010036,Andalusia Regional Hospital,AL,83.0,36.85904191816559,108.34066516496621,3.2252136752136753
140289,Anderson Hospital,IL,144.0,54.86744843657446,106.02326611895921,22.461405982905987
250081,Anderson Regional Med Ctr-South Camp,MS,33.0,32.35672243043279,32.85453995800345,3.1382307692307694
060117,Animas Surgical Hospital,CO,12.0,50.302392617914364,97.4817221770918,0.5260683760683761
420027,Anmed Health,SC,367.0,46.1114440171285,75.37636953975557,86.47393162393163
220029,Anna Jaques Hospital,MA,116.0,54.87248178299808,105.17204560438677,26.57564102564103
210023,Anne Arundel Medical Center Inc.,MD,379.0,54.106266860671845,118.05898404091297,73.45170940170941
050056,Antelope Valley Hospital,CA,393.0,66.757612575262,139.7077903745858,57.522222222222226
390115,Aria Health,PA,457.0,53.53627947252468,122.08944040442049,52.2431623931624
030136,Arizona General Hospital,AZ,16.0,55.22063852813236,106.59673481287125,11.726923076923079
030139,Arizona General Hospital,AZ,50.0,61.233604732534666,98.1264568605508,15.656837606837607
030112,Arizona Orthopedic Surgical Hospital,AZ,24.0,47.28812333175773,49.48649560072351,0.1393974358974359
040134,Arkansas Heart Hospital,AR,112.0,37.545725424258976,266.9904995633714,1.1353504273504271
040039,Arkansas Methodist Medical Center,AR,114.0,35.41402981440602,59.60519095201626,5.669299145299145
040147,Arkansas Surgical Hospital,AR,47.0,40.68865618166813,74.76381770954609,1.8903803418803418
390163,Armstrong County Memorial,PA,95.0,46.2150313317708,128.193066626371,33.937179487179485
330090,Arnot-Ogden Medical Center,NY,191.0,45.652793171115036,108.07542120512959,63.71623931623932
050245,Arrowhead Regional Medical Center,CA,366.0,67.3755986575164,81.45935366254605,422.76677350427354
320030,Artesia General Hospital,NM,25.0,47.148050551067605,87.86586727796391,7.270512820512821
230117,Ascension Borgess Hospital,MI,228.0,41.40456029899264,59.734569561119805,140.72771367521366
520051,Ascension Columbia St Marys Milwauke,WI,382.0,55.25315894245648,83.91364359586316,85.94871794871794
230195,Ascension Macomb-Oakland Hospital,MI,393.0,48.5238855787862,88.13531771163183,16.194871794871798
520009,Ascension Ne Wisconsin-St. Elizabeth,WI,287.0,51.56130680819518,81.69633219517569,7.759829059829061
450042,Ascension Providence,TX,225.0,53.00499952790101,87.9877881717484,25.33063247863248
230019,Ascension Providence Hospital,MI,527.0,47.892083822990216,98.54284565718552,52.09017094017094
100026,Ascension Sacred Heart Bay,FL,126.0,48.19570815398769,111.71403862784665,1.4824786324786325
100292,Ascension Sacred Heart Emerald Coast,FL,80.0,48.46106517258594,80.5614489003881,0.9910256410256411
100313,Ascension Sacred Heart Gulf,FL,19.0,50.0451954604176,96.36659979939819,0.8521367521367521
520136,Ascension Se Wisconsin Hospital  Inc,WI,301.0,54.28013229597305,61.186794759825325,48.93162393162393
670143,Ascension Seton Bastrop,TX,7.0,50.75058516373001,53.477064220183486,0.04658119658119658
670056,Ascension Seton Hays,TX,173.0,55.98075378035425,132.85657303284597,5.571196581196581
450056,Ascension Seton Medical Center,TX,391.0,55.914045143683786,66.98599592773562,176.94852991452993
450867,Ascension Seton Northwest,TX,106.0,59.99879072787088,78.80083379977225,3.099803418803419
450143,Ascension Seton Smithville,TX,8.0,57.69932413555818,112.3328025477707,0.2683760683760684
450865,Ascension Seton Southwest,TX,28.0,60.29165265035091,97.0884343538499,2.7353333333333336
670041,Ascension Seton Williamson,TX,181.0,54.52867925652954,98.62687612494541,4.100388888888888
230165,Ascension St John Hospital,MI,556.0,48.49954401939996,80.23742221409609,28.1412905982906
440151,Ascension St Thomas River Park,TN,56.0,48.72000597001909,117.61614143300828,1.1805897435897434
520078,Ascension St. Francis Hospital,WI,139.0,38.61053537887268,82.92415057816719,16.77863247863248
150157,Ascension St. Vincent Carmel,IN,124.0,55.12289150310831,93.93826810215103,10.513341880341882
150100,Ascension St. Vincent Evansville,IN,346.0,50.496100130549614,98.37104615384615,13.88888888888889
150181,Ascension St. Vincent Fishers,IN,46.0,56.191281325517195,92.59079462025281,3.8469700854700855
150084,Ascension St. Vincent Hospital,IN,756.0,54.00090487932072,95.20747101318868,66.4905982905983
150010,Ascension St. Vincent Kokomo,IN,111.0,53.693563655573435,171.13372258886628,2.246965811965812
100321,Ascension St. Vincents Clay County,FL,134.0,49.93444597455805,77.04115726813032,6.676495726495728
100040,Ascension St. Vincents Riverside,FL,362.0,47.70938140621161,113.97725732563498,3.1530769230769233
100307,Ascension St. Vincents Southside Ho,FL,230.0,50.64335376449543,87.66306715811538,7.2580341880341885
100361,Ascension St. Vincents St. Johns Cou,FL,56.0,49.77776020902046,60.08021261174196,0.44220085470085474
520214,Ascension Wisconsin Emerus Menomonee,WI,24.0,57.85243476259205,124.77301429046194,1.285897435897436
170194,Ascentist Hospital,KS,9.0,0.0,42.68472529242661,45.12747435897436
380005,Ashland Community Hospital,OR,41.0,71.19797322064277,170.61330482259675,12.135179487179487
460030,Ashley Regional Medical Center,UT,39.0,45.12088443932071,124.86753181090418,5.071367521367522
360125,Ashtabula County Medical Center,OH,105.0,54.46951554230302,127.3496908770536,4.195769230769231
520019,Aspirus Rhinelander Hospital,WI,42.0,45.13656691188686,108.97742188467413,20.70683760683761
520033,Aspirus Riverview Hospital & Clinics,WI,44.0,43.694406179187744,108.59536175431003,11.848717948717951
520002,Aspirus Stevens Point Hospital,WI,82.0,44.52949617860627,144.03195068501424,7.35963247863248
520030,Aspirus Wausau Hospital,WI,239.0,46.780133843114115,115.48062749822044,156.0940170940171
010079,Athens Limestone,AL,66.0,41.454522343741615,62.55140186915888,0.45726495726495725
440068,Athens Regional Medical Center,TN,172.0,42.51372282004409,85.33600166337457,4.110683760683761
210061,Atlantic General Hospital,MD,62.0,43.12875272365644,114.95640956504728,8.08320512820513
310064,Atlanticare Regional Medical Center,NJ,532.0,60.24677956015646,220.31450131555334,52.81648717948718
010169,Atmore Community Hospital,AL,49.0,36.299999809568284,61.6259234059098,1.7586324786324785
340084,Atrium Health Anson,NC,15.0,49.916581997181424,89.35822666095264,0.6880641025641026
340001,Atrium Health Cabarrus,NC,447.0,48.93082947151533,98.42424770909068,111.3463547008547
340021,Atrium Health Cleveland,NC,308.0,46.45220973511803,102.41934182655694,53.50134188034188
340145,Atrium Health Lincoln,NC,101.0,46.36423547961755,94.40335161871468,7.17805982905983
110150,Atrium Health Navicent Baldwin,GA,86.0,42.97285487136199,84.53335351539766,26.03084188034188
340098,Atrium Health Pineville,NC,352.0,49.98178709240669,99.5903605417772,128.37743162393164
340119,Atrium Health Stanly,NC,97.0,45.88679176469032,97.75319993216272,11.71732905982906
340130,Atrium Health Union,NC,183.0,50.58229857149175,99.48045151499952,84.09257692307692
340166,Atrium Health University City,NC,104.0,50.6085489253285,97.83090427025844,41.20449572649573
360076,Atrium Medical Center,OH,244.0,47.252654574957255,102.93858599268789,76.6624017094017
330235,Auburn Memorial Hospital,NY,85.0,52.52747859825036,132.97877529811612,80.59871794871796
490018,Augusta Medical Center,VA,193.0,47.87267447523093,72.69154570268401,79.46815811965811
360084,Aultman Hospital,OH,335.0,45.95344598568324,114.28381804065876,7.887833333333333
330085,Aurelia Osborn Fox Memorial Hospital,NY,53.0,45.40808844782284,115.47788913888321,20.89316239316239
520193,Aurora Baycare Medical Center,WI,185.0,49.55285281997342,111.31354564827787,5.548790598290599
520138,Aurora Health Care Metro  Inc.,WI,932.0,50.467428055313135,114.3500596054862,187.21388034188035
520102,Aurora Lakeland Medical Center,WI,62.0,52.975467848121255,115.02310476633157,6.913880341880342
520034,Aurora Med Ctr Of Manitowoc County,WI,63.0,52.76443944329152,105.93642724526347,2.4076324786324785
520113,Aurora Medical Center - Bay Area,WI,55.0,49.55719584940959,111.62565564250241,7.844461538461539
520038,Aurora Medical Center - Hartford,WI,35.0,54.43663420145851,132.2084004715277,1.620482905982906
520206,Aurora Medical Center - Summit,WI,109.0,53.11675269742081,117.2975878309482,15.066944444444447
520207,Aurora Medical Center Grafton,WI,133.0,53.126686051250864,115.52169675462491,16.122482905982906
520189,Aurora Medical Center Kenosha,WI,133.0,53.1683251717893,112.07594208551636,8.677102564102563
520198,Aurora Medical Center Oshkosh,WI,83.0,52.19587489128595,126.99129509799127,7.777816239316239
520035,Aurora Medical Ctr Sheboygan County,WI,125.0,46.99324811054617,111.98281214202005,16.84353418803419
520139,Aurora West Allis Medical Center,WI,202.0,51.006908801665624,115.96350116310495,38.36253846153846
430016,Avera Mckennan,SD,547.0,43.68527517445632,92.41492760475839,125.54804700854702
430012,Avera Sacred Heart Hospital,SD,42.0,48.74952458752648,85.88202524051339,1.5955897435897435
430015,Avera St Marys,SD,50.0,52.09703216133202,116.30260353221072,14.569457264957265
430014,Avera St. Lukes,SD,50.0,43.462690656657585,138.00669377947142,16.013081196581197
060103,Avista Hospital,CO,108.0,73.99816699161484,126.71534358330719,6.80982905982906
360365,Avita Ontario Hospital,OH,49.0,56.550762926164815,98.69628746832664,36.532423076923074
030107,Az Spine & Joint Hospital,AZ,23.0,52.2768000650988,252.6859448554136,0.6354700854700855
050036,Bakersfield Memorial Hospital,CA,385.0,74.54676929266758,91.62677089885285,14.26794871794872
150089,Ball Memorial Hospital,IN,301.0,48.215688634347,125.74209104941498,25.5513547008547
210043,Baltimore Washington Medical Center,MD,314.0,49.995030222822,132.99323396351483,60.782470085470095
030088,Banner Baywood Medical Center,AZ,323.0,50.67531338247127,115.92000541068883,65.0185
030061,Banner Boswell Medical Center,AZ,410.0,52.385781508798274,118.19903476144867,126.26965811965813
030016,Banner Casa Grande Medical Center,AZ,141.0,51.036342407005655,113.87459853648707,39.38714102564103
030093,Banner Del E Webb Medical Center,AZ,337.0,48.869849225306744,111.25773956789504,72.37478632478633
030065,Banner Desert Medical Center,AZ,629.0,52.654878632089456,118.96987212744376,205.0706324786325
030115,Banner Estrella Medical Center,AZ,317.0,54.65318175286985,119.70306434361038,92.4327564102564
060126,Banner Fort Collins Medical Center,CO,29.0,60.928217278498906,121.26703111858704,4.064957264957265
030122,Banner Gateway Medical Center,AZ,185.0,52.707617092029054,117.12810706715763,81.57736324786325
030134,Banner Goldfield Medical Center,AZ,20.0,58.93524734622751,125.58788030132767,1.7455512820512824
030105,Banner Heart Hospital,AZ,108.0,54.39460889313247,133.2918016641941,10.900273504273505
030130,Banner Ironwood Medical Center,AZ,89.0,55.40435358438633,126.73946592745916,4.6742905982905985
030147,Banner Ocotillo Medical Center,AZ,94.0,52.13907032889725,130.54677426375997,11.387846153846155
030089,Banner Thunderbird Medical Center,AZ,539.0,53.578496584869555,118.246261749455,125.05535470085472
030111,Banner University Med Center South,AZ,147.0,46.64056333270087,67.42337235771231,123.3431623931624
030064,Banner University Med Center Tucson,AZ,559.0,50.39046089986077,64.55953976656937,662.8371794871795
030002,Banner University Medical Center Phx,AZ,656.0,52.25956633603571,126.68645776067436,4.664102564102564
450346,Baptist Beaumont Hospital,TX,348.0,46.08044961779187,73.74108039524026,87.2346153846154
180080,Baptist Health Corbin,KY,197.0,45.362827951712575,108.13439078401888,12.746346153846156
150044,Baptist Health Floyd,IN,237.0,50.22545045652078,114.20112015259485,30.72994017094017
180012,Baptist Health Hardin,KY,259.0,45.56582398826149,122.4253580233472,65.07746581196581
180138,Baptist Health Lagrange,KY,42.0,53.518470610851416,97.02880789475302,6.254072649572651
180103,Baptist Health Lexington,KY,434.0,52.46548366028628,119.13881651780432,157.50080769230772
180130,Baptist Health Louisville,KY,454.0,49.25306485610332,112.39037713780515,179.5252777777778
180093,Baptist Health Madisonville,KY,154.0,49.20655736920606,121.10545620251442,34.66132905982906
040055,Baptist Health Medical Center - Fs,AR,314.0,42.774402648572405,82.94804246959912,62.61170512820514
040076,Baptist Health Medical Center - Hsc,AR,71.0,48.518787937976285,93.42404227212681,0.16175213675213676
040114,Baptist Health Medical Center - Lr,AR,658.0,44.218307582544995,64.53399983510862,183.0264658119658
040018,Baptist Health Medical Center - Vb,AR,74.0,55.41461738434623,114.59061277705345,0.3277777777777778
040036,Baptist Health Medical Center- Nlr,AR,190.0,44.371024810503165,60.027448068937844,80.69005982905982
180104,Baptist Health Paducah,KY,190.0,48.88735327591648,113.7108068114548,59.160021367521374
180049,Baptist Health Richmond,KY,53.0,47.04903530166354,121.55749929950666,20.40686324786325
450058,Baptist Health System,TX,1498.0,46.45012605365321,74.21695272068068,160.77393162393162
100008,Baptist Hospital,FL,672.0,57.575135518324295,117.39440295366262,71.06923076923077
100093,Baptist Hospital,FL,278.0,38.029235360141136,124.75410092010492,6.569299145299146
100088,Baptist Medical Center,FL,981.0,33.21727313686571,72.86474303712593,75.84487179487179
010023,Baptist Medical Center South,AL,348.0,44.98757584034873,75.54356125570726,427.2091025641026
100117,Baptist Medical Center-Beaches,FL,135.0,44.819262410035094,171.47769640479362,1.2837606837606839
250141,Baptist Mem Hospital Desoto,MS,298.0,45.68509429400828,89.25657611039242,0.9910256410256411
250100,Baptist Mem Hospital Golden Triangle,MS,146.0,39.04504953799236,67.73997143969882,3.291880341880342
440048,Baptist Mem Hospital Memphis,TN,800.0,51.12319451703821,64.2743025269967,183.42421794871794
250034,Baptist Mem Hospital North Miss,MS,190.0,39.945273607387854,83.95811170427758,10.573094017094018
440131,Baptist Mem Hospital Tipton County,TN,48.0,42.298909939459904,93.6406494655865,0.5021880341880341
450231,Baptist Saint Anthonys Hospital,TX,357.0,45.60413152184484,85.89274789799714,55.60427350427351
260191,Barnes Jewish St. Peters Hospital,MO,110.0,58.466359154299404,99.9511547364255,34.541311965811964
260162,Barnes Jewish West County Hospital,MO,95.0,53.44889619416995,93.81844140230882,57.84160683760684
260032,Barnes-Jewish Hospital,MO,1216.0,56.78450597036287,93.336116057481,909.4676965811967
050298,Barstow Community Hospital,CA,30.0,60.14595903899837,141.16361880496424,20.7982905982906
020008,Bartlett Regional Hospital,AK,45.0,74.63268262114885,123.79871708502974,18.237713675213676
050352,Barton Memorial Hospital,CA,63.0,86.50764140333736,119.12451194494078,12.915384615384616
100121,Bartow Regional Medical Center,FL,72.0,56.272207632137615,103.05824090969877,4.953269230769231
370016,Bass Baptist Health Center,OK,110.0,50.02846954634098,162.63149684989202,1.6164145299145298
260034,Bates County Memorial Hospital,MO,40.0,51.31642271411743,84.05759282289779,6.992799145299146
190065,Baton Rouge General,LA,256.0,44.5265050950474,92.77959766402924,34.30627777777778
040027,Baxter Regional Medical Center,AR,169.0,38.66330151523829,77.03443349017512,30.197196581196582
380090,Bay Area Hospital,OR,144.0,66.57867827652625,129.16473917637902,44.22258547008548
230041,Bay Regional Medical Center,MI,234.0,44.262976542607085,61.64663143989432,10.352136752136753
100362,Baycare Hospital Wesley Chapel,FL,86.0,54.88056796538869,109.64925095439574,1.550405982905983
100077,Bayfront Health Port Charlotte,FL,254.0,47.17686630532299,73.76707465630257,36.835470085470085
100047,Bayfront Health Punta Gorda,FL,81.0,47.856634495482545,53.3012200252419,1.015811965811966
100032,Bayfront Health St. Petersburg,FL,262.0,47.83144396377208,116.08971141781682,1.3623931623931624
080004,Bayhealth Hospital  Kent Campus,DE,279.0,63.08264567720247,144.3635381555338,184.34444444444446
080009,Bayhealth Hospital  Sussex Campus,DE,117.0,67.15425128880028,149.45443651541672,63.47863247863248
450586,Baylor County Hospital District,TX,27.0,52.443829341257555,177.1875,0.08205128205128207
450851,Baylor Heart And Vascular Hospital,TX,53.0,55.27033612251111,85.31133846442651,4.552991452991454
450853,Baylor Medical Center At Frisco,TX,68.0,62.69218827374336,98.64019036431272,2.8375641025641025
450422,Baylor Medical Center At Uptown,TX,24.0,44.89450458526045,88.0238206076363,0.9730854700854701
450563,Baylor Medical Center-Grapevine,TX,248.0,55.934022965423225,70.495704604877,48.05384615384615
670067,Baylor Orthopedic And Spine Hospital,TX,24.0,47.84946822959785,61.35807272183151,2.8559829059829065
450137,Baylor S&W All Saints Medical Center,TX,451.0,55.884293493871176,90.2399718247201,11.527350427350427
450079,Baylor S&W Medical Center - Irving,TX,205.0,56.43573679981438,79.08442220645153,71.65854700854702
670082,Baylor S&W Medical Center - Mckinney,TX,189.0,57.66914780736706,73.69527140168636,28.83888888888889
670131,Baylor Scott & White - Buda,TX,15.0,62.55208777443755,101.49659863945578,0.3769230769230769
670108,Baylor Scott & White - Marble Falls,TX,46.0,56.58088570000982,106.49579548793419,10.704820512820513
450742,Baylor Scott & White Mc- Lake Pointe,TX,176.0,59.842291618335345,110.51358440233106,23.869444444444447
670128,Baylor Scott & White Pflugerville,TX,25.0,60.26600904885209,99.79565217391304,0.9829059829059829
670060,Baylor Scott And White Mc At Sunnyva,TX,70.0,58.24042749256744,74.9560162879612,27.4965811965812
450874,Baylor Surgical Hospital Las Colinas,TX,20.0,52.33166871608002,63.49972955040944,9.551995726495726
450372,Baylor Sw Medical Center- Waxahachie,TX,123.0,54.98223473253235,72.59724966839013,15.786752136752138
450021,Baylor University Medical Ctr,TX,800.0,52.83133401508528,67.02909229673534,124.76633760683761
310112,Bayshore Medical Center,NJ,175.0,56.34303927847529,121.80993516209476,21.42094017094017
220016,Baystate Franklin Medical Center,MA,89.0,55.52806674565645,106.61812848050914,42.97435897435897
220077,Baystate Medical Center,MA,740.0,50.97160892694151,109.96411277751614,257.70427350427354
220065,Baystate Noble Hospital,MA,70.0,51.467900290186314,116.08572399214857,11.321367521367522
220030,Baystate Wing Hospital & Medical Ctr,MA,40.0,49.30676318448136,118.51285557074732,38.444871794871794
420067,Beaufort Memorial Hospital,SC,167.0,43.222058667578374,94.81838662013213,55.12555555555556
230089,Beaumont Health - Grosse Pointe,MI,248.0,50.682675385790695,58.23568406891745,26.36623931623932
230142,Beaumont Health Wayne,MI,97.0,47.38305824303801,69.18502808234032,76.53622222222224
230270,Beaumont Hospital - Taylor,MI,99.0,46.70825487353468,58.25571499668215,51.52136752136752
190050,Beauregard Memorial Hospital  Inc.,LA,49.0,38.25468095123655,129.75269918491017,10.014102564102565
520076,Beaver Dam Community Hospitals,WI,43.0,50.21729846947491,95.28031899508285,10.342307692307692
510062,Beckley Arh,WV,72.0,40.757836721981974,117.89447847024171,63.98418803418804
490088,Bedford Memorial Hospital,VA,33.0,46.439120897853286,108.58644536652835,0.1544871794871795
330204,Bellevue Hospital Center,NY,527.0,62.17001667580768,105.09954154316027,517.4363247863248
280132,Bellevue Medical Center,NE,69.0,56.50399253195301,140.42694999363786,33.585470085470085
520049,Bellin Memorial Hospital,WI,194.0,46.03990921782275,59.88066338795594,75.31450427350428
450253,Bellville Medical Center,TX,23.0,42.66305514149073,75.9809885931559,1.3487179487179488
520100,Beloit Memorial Hospital  Inc.,WI,97.0,56.012325058262576,109.03393790237726,23.962820512820514
